time,FLOW
2013-06-25,32.8
2013-06-26,32.8
2013-06-27,29.6
2013-06-28,39.2
2013-06-29,33.6
2013-06-30,23.2
2013-07-01,28.8
2013-07-02,60.8
2013-07-03,28.8
2013-07-04,24.0
2013-07-05,20.8
2013-07-06,18.4
2013-07-07,16.0
2013-07-08,12.8
2013-07-09,12.0
2013-07-10,12.0
2013-07-11,12.0
2013-07-12,11.2
2013-07-13,9.6
2013-07-14,9.6
2013-07-15,8.8
2013-07-16,8.0
2013-07-17,8.0
2013-07-18,7.12
2013-07-19,7.68
2013-07-20,7.84
2013-07-21,10.4
2013-07-22,6.48
2013-07-23,24.0
2013-07-24,43.2
2013-07-25,16.8
2013-07-26,26.4
2013-07-27,19.2
2013-07-28,12.8
2013-07-29,12.0
2013-07-30,12.0
2013-07-31,9.6
2013-08-01,8.0
2013-08-02,32.8
2013-08-03,20.0
2013-08-04,12.8
2013-08-05,9.6
2013-08-06,7.36
2013-08-07,7.2
2013-08-08,8.8
2013-08-09,33.6
2013-08-10,36.8
2013-08-11,16.8
2013-08-12,12.8
2013-08-13,9.6
2013-08-14,8.0
2013-08-15,7.04
2013-08-16,6.48
2013-08-17,6.0
2013-08-18,5.52
2013-08-19,5.04
2013-08-20,4.64
2013-08-21,4.4
2013-08-22,4.24
2013-08-23,4.08
2013-08-24,3.76
2013-08-25,3.68
2013-08-26,3.68
2013-08-27,3.92
2013-08-28,3.68
2013-08-29,3.84
2013-08-30,3.76
2013-08-31,3.6
2013-09-01,4.32
2013-09-02,4.32
2013-09-03,4.56
2013-09-04,3.68
2013-09-05,2.96
2013-09-06,2.8
2013-09-07,2.56
2013-09-08,2.32
2013-09-09,2.32
2013-09-10,2.4
2013-09-11,2.4
2013-09-12,2.56
2013-09-13,31.2
2013-09-14,7.76
2013-09-15,3.04
2013-09-16,2.8
2013-09-17,2.8
2013-09-18,3.6
2013-09-19,3.52
2013-09-20,2.8
2013-09-21,3.44
2013-09-22,5.28
2013-09-23,3.52
2013-09-24,2.64
2013-09-25,2.72
2013-09-26,3.12
2013-09-27,2.64
2013-09-28,2.48
2013-09-29,2.48
2013-09-30,2.4
2013-10-01,2.48
2013-10-02,2.4
2013-10-03,2.4
2013-10-04,2.32
2013-10-05,2.48
2013-10-06,2.88
2013-10-07,2.8
2013-10-08,2.48
2013-10-09,2.4
2013-10-10,2.4
2013-10-11,2.24
2013-10-12,2.08
2013-10-13,2.16
2013-10-14,2.08
2013-10-15,2.16
2013-10-16,2.08
2013-10-17,2.16
2013-10-18,2.4
2013-10-19,2.24
2013-10-20,2.24
2013-10-21,2.24
2013-10-22,2.16
2013-10-23,2.16
2013-10-24,2.32
2013-10-25,2.24
2013-10-26,2.16
2013-10-27,2.24
2013-10-28,2.24
2013-10-29,2.16
2013-10-30,2.08
2013-10-31,2.16
2013-11-01,2.24
2013-11-02,2.32
2013-11-03,2.48
2013-11-04,2.4
2013-11-05,2.48
2013-11-06,2.48
2013-11-07,2.56
2013-11-08,2.56
2013-11-09,2.64
2013-11-10,2.72
2013-11-11,2.72
2013-11-12,2.88
2013-11-13,2.72
2013-11-14,2.64
2013-11-15,2.64
2013-11-16,2.56
2013-11-17,2.56
2013-11-18,3.12
2013-11-19,3.12
2013-11-20,2.64
2013-11-21,2.64
2013-11-22,2.96
2013-11-23,3.44
2013-11-24,2.72
2013-11-25,2.72
2013-11-26,4.4
2013-11-27,32.8
2013-11-28,32.8
2013-11-29,21.6
2013-11-30,17.6
2013-12-01,17.6
2013-12-02,19.2
2013-12-03,12.0
2013-12-04,7.52
2013-12-05,7.04
2013-12-06,8.0
2013-12-07,21.6
2013-12-08,14.4
2013-12-09,20.8
2013-12-10,20.0
2013-12-11,14.4
2013-12-12,12.0
2013-12-13,10.4
2013-12-14,10.4
2013-12-15,12.0
2013-12-16,12.0
2013-12-17,11.2
2013-12-18,11.2
2013-12-19,11.2
2013-12-20,12.0
2013-12-21,16.8
2013-12-22,21.6
2013-12-23,31.2
2013-12-24,32.8
2013-12-25,20.0
2013-12-26,15.2
2013-12-27,14.4
2013-12-28,13.6
2013-12-29,36.0
2013-12-30,68.8
2013-12-31,31.2
2014-01-01,19.2
