Is this a test run?  False
Is this a full build?  True
5198 metadata files located
No previous metadata detected. Downloading metadata
Downloading began at  Fri May  6 13:35:37 2016
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/268/OMI-Aura_L2-OMMYDCLD_2010m0925t1759-o32962_v003-2015m0201t175900.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0925t1759-o32962_v003-2015m0201t175900.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/087/OMI-Aura_L2-OMMYDCLD_2010m0328t1743-o30326_v003-2015m0128t230718.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0328t1743-o30326_v003-2015m0128t230718.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/251/OMI-Aura_L2-OMMYDCLD_2013m0908t1311-o48672_v003-2015m0224t101028.he5.xml [2525] -> "OMI-Aura_L2-OMMYDCLD_2013m0908t1311-o48672_v003-2015m0224t101028.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/169/OMI-Aura_L2-OMMYDCLD_2012m0617t1813-o42151_v003-2015m0216t111349.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0617t1813-o42151_v003-2015m0216t111349.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/365/OMI-Aura_L2-OMMYDCLD_2005m1231t1713-o07783_v003-2014m1219t134959.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2005m1231t1713-o07783_v003-2014m1219t134959.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/024/OMI-Aura_L2-OMMYDCLD_2008m0124t1703-o18763_v003-2015m0110t163656.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2008m0124t1703-o18763_v003-2015m0110t163656.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2009/074/OMI-Aura_L2-OMMYDCLD_2009m0315t1708-o24821_v003-2015m0118t235414.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2009m0315t1708-o24821_v003-2015m0118t235414.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/230/OMI-Aura_L2-OMMYDCLD_2013m0818t1751-o48369_v003-2015m0224t012920.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0818t1751-o48369_v003-2015m0224t012920.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/004/OMI-Aura_L2-OMMYDCLD_2005m0104t1720-o02526_v003-2014m1212t074150.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2005m0104t1720-o02526_v003-2014m1212t074150.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/272/OMI-Aura_L2-OMMYDCLD_2011m0929t1702-o38335_v003-2015m0210t045857.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0929t1702-o38335_v003-2015m0210t045857.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/302/OMI-Aura_L2-OMMYDCLD_2005m1029t1620-o06865_v003-2014m1218t180403.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2005m1029t1620-o06865_v003-2014m1218t180403.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/032/OMI-Aura_L2-OMMYDCLD_2005m0201t1746-o02934_v003-2014m1212t193116.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0201t1746-o02934_v003-2014m1212t193116.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/358/OMI-Aura_L2-OMMYDCLD_2010m1224t1651-o34272_v003-2015m0203t181629.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m1224t1651-o34272_v003-2015m0203t181629.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/102/OMI-Aura_L2-OMMYDCLD_2013m0412t0757-o46499_v003-2015m0221t131317.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2013m0412t0757-o46499_v003-2015m0221t131317.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2009/093/OMI-Aura_L2-OMMYDCLD_2009m0403t1603-o25097_v003-2015m0119t103849.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2009m0403t1603-o25097_v003-2015m0119t103849.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/065/OMI-Aura_L2-OMMYDCLD_2005m0306t1654-o03414_v003-2014m1213t160357.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2005m0306t1654-o03414_v003-2014m1213t160357.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/186/OMI-Aura_L2-OMMYDCLD_2012m0704t1717-o42398_v003-2015m0216t154654.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0704t1717-o42398_v003-2015m0216t154654.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/290/OMI-Aura_L2-OMMYDCLD_2013m1017t0458-o49235_v003-2015m0227t091146.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m1017t0458-o49235_v003-2015m0227t091146.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/102/OMI-Aura_L2-OMMYDCLD_2012m0411t1738-o41175_v003-2015m0214t112538.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0411t1738-o41175_v003-2015m0214t112538.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/125/OMI-Aura_L2-OMMYDCLD_2013m0505t1759-o46840_v003-2015m0221t172916.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0505t1759-o46840_v003-2015m0221t172916.he5.xml" [1]
2016-05-06 13:36:37 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/078/OMI-Aura_L2-OMMYDCLD_2008m0318t1629-o19549_v003-2015m0112t075153.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2008m0318t1629-o19549_v003-2015m0112t075153.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/211/OMI-Aura_L2-OMMYDCLD_2005m0730t1648-o05540_v003-2014m1217t080646.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0730t1648-o05540_v003-2014m1217t080646.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/163/OMI-Aura_L2-OMMYDCLD_2006m0612t1800-o10157_v003-2014m1223t233517.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2006m0612t1800-o10157_v003-2014m1223t233517.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/060/OMI-Aura_L2-OMMYDCLD_2011m0301t1726-o35248_v003-2015m0205t162823.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0301t1726-o35248_v003-2015m0205t162823.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/093/OMI-Aura_L2-OMMYDCLD_2011m0403t1634-o35728_v003-2015m0206t124322.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0403t1634-o35728_v003-2015m0206t124322.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/078/OMI-Aura_L2-OMMYDCLD_2013m0319t1837-o46156_v003-2015m0221t020236.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0319t1837-o46156_v003-2015m0221t020236.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/194/OMI-Aura_L2-OMMYDCLD_2012m0712t1806-o42515_v003-2015m0216t215549.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0712t1806-o42515_v003-2015m0216t215549.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/152/OMI-Aura_L2-OMMYDCLD_2011m0601t1759-o36588_v003-2015m0207t102017.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2011m0601t1759-o36588_v003-2015m0207t102017.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/254/OMI-Aura_L2-OMMYDCLD_2010m0911t1748-o32758_v003-2015m0201t131230.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0911t1748-o32758_v003-2015m0201t131230.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/051/OMI-Aura_L2-OMMYDCLD_2006m0220t1748-o08526_v003-2014m1221t081703.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0220t1748-o08526_v003-2014m1221t081703.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/198/OMI-Aura_L2-OMMYDCLD_2013m0717t1753-o47903_v003-2015m0223t161043.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2013m0717t1753-o47903_v003-2015m0223t161043.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/093/OMI-Aura_L2-OMMYDCLD_2010m0403t1707-o30413_v003-2015m0129t002724.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0403t1707-o30413_v003-2015m0129t002724.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/259/OMI-Aura_L2-OMMYDCLD_2007m0916t1725-o16870_v003-2015m0107t170820.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2007m0916t1725-o16870_v003-2015m0107t170820.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/126/OMI-Aura_L2-OMMYDCLD_2011m0506t1721-o36209_v003-2015m0207t043234.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m0506t1721-o36209_v003-2015m0207t043234.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/348/OMI-Aura_L2-OMMYDCLD_2011m1214t1721-o39442_v003-2015m0211t175656.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m1214t1721-o39442_v003-2015m0211t175656.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/268/OMI-Aura_L2-OMMYDCLD_2010m0925t1620-o32961_v003-2015m0201t182134.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2010m0925t1620-o32961_v003-2015m0201t182134.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/357/OMI-Aura_L2-OMMYDCLD_2006m1223t1735-o12982_v003-2014m1231t055520.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m1223t1735-o12982_v003-2014m1231t055520.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2009/068/OMI-Aura_L2-OMMYDCLD_2009m0309t1744-o24734_v003-2015m0118t223701.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0309t1744-o24734_v003-2015m0118t223701.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/078/OMI-Aura_L2-OMMYDCLD_2013m0319t2155-o46158_v003-2015m0221t022830.he5.xml [2530] -> "OMI-Aura_L2-OMMYDCLD_2013m0319t2155-o46158_v003-2015m0221t022830.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/240/OMI-Aura_L2-OMMYDCLD_2009m0828t1633-o27238_v003-2015m0123t165302.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2009m0828t1633-o27238_v003-2015m0123t165302.he5.xml" [1]
2016-05-06 13:36:38 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/355/OMI-Aura_L2-OMMYDCLD_2011m1221t1548-o39543_v003-2015m0212t071230.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2011m1221t1548-o39543_v003-2015m0212t071230.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/320/OMI-Aura_L2-OMMYDCLD_2005m1116t1745-o07128_v003-2014m1218t231814.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m1116t1745-o07128_v003-2014m1218t231814.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/341/OMI-Aura_L2-OMMYDCLD_2006m1207t1556-o12748_v003-2014m1231t004648.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m1207t1556-o12748_v003-2014m1231t004648.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2006/133/OMI-Aura_L2-OMMYDCLD_2006m0513t1607-o09719_v003-2014m1223t113905.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2006m0513t1607-o09719_v003-2014m1223t113905.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/134/OMI-Aura_L2-OMMYDCLD_2012m0513t1741-o41641_v003-2015m0215t111755.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0513t1741-o41641_v003-2015m0215t111755.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/038/OMI-Aura_L2-OMMYDCLD_2010m0207t1655-o29612_v003-2015m0127t210005.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2010m0207t1655-o29612_v003-2015m0127t210005.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/359/OMI-Aura_L2-OMMYDCLD_2012m1224t1632-o44917_v003-2015m0219t092441.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m1224t1632-o44917_v003-2015m0219t092441.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/249/OMI-Aura_L2-OMMYDCLD_2013m0906t0648-o48639_v003-2015m0224t092437.he5.xml [2525] -> "OMI-Aura_L2-OMMYDCLD_2013m0906t0648-o48639_v003-2015m0224t092437.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/071/OMI-Aura_L2-OMMYDCLD_2010m0312t1742-o30093_v003-2015m0128t184606.he5.xml [2525] -> "OMI-Aura_L2-OMMYDCLD_2010m0312t1742-o30093_v003-2015m0128t184606.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/036/OMI-Aura_L2-OMMYDCLD_2010m0205t1707-o29583_v003-2015m0127t212833.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2010m0205t1707-o29583_v003-2015m0127t212833.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2009/345/OMI-Aura_L2-OMMYDCLD_2009m1211t1616-o28767_v003-2015m0126t161919.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m1211t1616-o28767_v003-2015m0126t161919.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/199/OMI-Aura_L2-OMMYDCLD_2012m0717t1645-o42587_v003-2015m0216t233559.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2012m0717t1645-o42587_v003-2015m0216t233559.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2012/332/OMI-Aura_L2-OMMYDCLD_2012m1127t1651-o44524_v003-2015m0218t215812.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2012m1127t1651-o44524_v003-2015m0218t215812.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/132/OMI-Aura_L2-OMMYDCLD_2005m0512t1731-o04390_v003-2014m1216t015852.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0512t1731-o04390_v003-2014m1216t015852.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/162/OMI-Aura_L2-OMMYDCLD_2005m0611t1606-o04826_v003-2014m1216t141917.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m0611t1606-o04826_v003-2014m1216t141917.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/231/OMI-Aura_L2-OMMYDCLD_2007m0819t1703-o16462_v003-2015m0106t171745.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2007m0819t1703-o16462_v003-2015m0106t171745.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2009/086/OMI-Aura_L2-OMMYDCLD_2009m0327t1734-o24996_v003-2015m0119t040716.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0327t1734-o24996_v003-2015m0119t040716.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/013/OMI-Aura_L2-OMMYDCLD_2013m0113t1608-o45208_v003-2015m0219t165830.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2013m0113t1608-o45208_v003-2015m0219t165830.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2005/320/OMI-Aura_L2-OMMYDCLD_2005m1116t1606-o07127_v003-2014m1218t225311.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2005m1116t1606-o07127_v003-2014m1218t225311.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/022/OMI-Aura_L2-OMMYDCLD_2013m0122t1741-o45340_v003-2015m0219t204636.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2013m0122t1741-o45340_v003-2015m0219t204636.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/286/OMI-Aura_L2-OMMYDCLD_2013m1013t1516-o49183_v003-2015m0225t154752.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m1013t1516-o49183_v003-2015m0225t154752.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/084/OMI-Aura_L2-OMMYDCLD_2013m0325t2257-o46246_v003-2015m0221t045308.he5.xml [2530] -> "OMI-Aura_L2-OMMYDCLD_2013m0325t2257-o46246_v003-2015m0221t045308.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/222/OMI-Aura_L2-OMMYDCLD_2008m0809t1633-o21646_v003-2015m0115t003548.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2008m0809t1633-o21646_v003-2015m0115t003548.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2010/097/OMI-Aura_L2-OMMYDCLD_2010m0407t1643-o30471_v003-2015m0129t013528.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2010m0407t1643-o30471_v003-2015m0129t013528.he5.xml" [1]
2016-05-06 13:36:39 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/256/OMI-Aura_L2-OMMYDCLD_2013m0913t0832-o48742_v003-2015m0224t124755.he5.xml [2525] -> "OMI-Aura_L2-OMMYDCLD_2013m0913t0832-o48742_v003-2015m0224t124755.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/187/OMI-Aura_L2-OMMYDCLD_2013m0706t1634-o47742_v003-2015m0223t122431.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2013m0706t1634-o47742_v003-2015m0223t122431.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2008/265/OMI-Aura_L2-OMMYDCLD_2008m0921t1610-o22272_v003-2015m0115t173312.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2008m0921t1610-o22272_v003-2015m0115t173312.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/082/OMI-Aura_L2-OMMYDCLD_2013m0323t0005-o46203_v003-2015m0221t033013.he5.xml [2530] -> "OMI-Aura_L2-OMMYDCLD_2013m0323t0005-o46203_v003-2015m0221t033013.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2011/006/OMI-Aura_L2-OMMYDCLD_2011m0106t1620-o34461_v003-2015m0203t220600.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2011m0106t1620-o34461_v003-2015m0203t220600.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/254/OMI-Aura_L2-OMMYDCLD_2013m0911t0348-o48710_v003-2015m0224t111851.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0911t0348-o48710_v003-2015m0224t111851.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/280/OMI-Aura_L2-OMMYDCLD_2013m1007t1733-o49097_v003-2015m0226t151834.he5.xml [2526] -> "OMI-Aura_L2-OMMYDCLD_2013m1007t1733-o49097_v003-2015m0226t151834.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003/2009/079/OMI-Aura_L2-OMMYDCLD_2009m0320t1727-o24894_v003-2015m0119t012843.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2009m0320t1727-o24894_v003-2015m0119t012843.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/115/OMI-Aura_L2-OMMYDCLD_2013m0425t1721-o46694_v003-2015m0221t125224.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2013m0425t1721-o46694_v003-2015m0221t125224.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2007/268/OMI-Aura_L2-OMMYDCLD_2007m0925t1717-o17001_v003-2015m0108t081012.he5.xml [2528] -> "OMI-Aura_L2-OMMYDCLD_2007m0925t1717-o17001_v003-2015m0108t081012.he5.xml" [1]
2016-05-06 13:36:40 URL: ftp://aurapar2u.ecs.nasa.gov/data/s4pa///Aura_OMI_Level2/OMMYDCLD.003//2013/063/OMI-Aura_L2-OMMYDCLD_2013m0304t2236-o45940_v003-2015m0220t181637.he5.xml [2527] -> "OMI-Aura_L2-OMMYDCLD_2013m0304t2236-o45940_v003-2015m0220t181637.he5.xml" [1]
